Timestamp,CPUTime,Memory,NJobs,NProcs,ArrivedJobs,CompletedJobs,cosHour,sinHour,cosDay,sinDay,cosMonth,sinMonth
2006-10-24 00:00:00,20698155,74453064,144,144,5,10,1.0,0.0,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 01:00:00,20051396,71598700,137,137,3,3,0.9659258262890683,0.25881904510252074,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 02:00:00,20049594,71071832,136,136,2,6,0.8660254037844387,0.49999999999999994,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 03:00:00,19710594,69592840,130,130,0,3,0.7071067811865476,0.7071067811865475,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 04:00:00,19291032,68087988,128,128,1,5,0.5000000000000001,0.8660254037844386,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 05:00:00,18599515,66695312,124,124,1,3,0.25881904510252074,0.9659258262890683,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 06:00:00,18416222,66463664,123,123,2,6,6.123233995736766e-17,1.0,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 07:00:00,17646799,62886404,117,117,0,5,-0.25881904510252063,0.9659258262890683,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 08:00:00,16945214,60655548,114,114,2,10,-0.4999999999999998,0.8660254037844388,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 09:00:00,16213902,58389104,108,108,4,8,-0.7071067811865475,0.7071067811865476,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 10:00:00,21512922,81781096,156,156,56,12,-0.8660254037844387,0.49999999999999994,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 11:00:00,30025519,110211212,214,214,70,13,-0.9659258262890682,0.258819045102521,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 12:00:00,37226586,137071400,264,264,63,16,-1.0,1.2246467991473532e-16,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 13:00:00,39525969,139318976,278,278,30,13,-0.9659258262890683,-0.2588190451025208,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 14:00:00,45781901,163393404,328,328,63,16,-0.8660254037844388,-0.4999999999999998,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 15:00:00,49227992,176431648,370,370,58,32,-0.7071067811865479,-0.7071067811865471,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 16:00:00,52040343,192291960,407,407,69,39,-0.5000000000000004,-0.8660254037844384,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 17:00:00,54089415,199712144,422,422,54,21,-0.25881904510252063,-0.9659258262890683,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 18:00:00,57541331,219833712,455,455,54,54,-1.8369701987210297e-16,-1.0,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 19:00:00,61508774,227419336,465,465,64,27,0.2588190451025203,-0.9659258262890684,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 20:00:00,61888809,231652980,468,468,30,26,0.5,-0.8660254037844386,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 21:00:00,63033730,241082984,504,504,62,39,0.7071067811865475,-0.7071067811865477,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 22:00:00,65325265,253178116,509,509,44,24,0.8660254037844384,-0.5000000000000004,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-24 23:00:00,67681081,280804408,544,544,59,17,0.9659258262890681,-0.2588190451025215,0.38963044953078774,-0.9209712877166347,0.5,-0.8660254037844386
2006-10-25 00:00:00,68895583,294377628,558,558,31,19,1.0,0.0,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 01:00:00,69911895,298441584,555,555,16,6,0.9659258262890683,0.25881904510252074,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 02:00:00,70764594,300827948,561,561,12,4,0.8660254037844387,0.49999999999999994,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 03:00:00,71520338,307347020,578,578,21,12,0.7071067811865476,0.7071067811865475,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 04:00:00,71801898,307443832,586,586,20,19,0.5000000000000001,0.8660254037844386,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 05:00:00,71919211,306684004,583,583,16,11,0.25881904510252074,0.9659258262890683,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 06:00:00,72859126,314550428,594,594,22,9,6.123233995736766e-17,1.0,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 07:00:00,73882549,320690336,608,608,23,21,-0.25881904510252063,0.9659258262890683,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 08:00:00,73177349,319750392,617,617,30,26,-0.4999999999999998,0.8660254037844388,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 09:00:00,75785072,342224112,649,649,58,27,-0.7071067811865475,0.7071067811865476,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 10:00:00,77119962,348064536,654,654,32,18,-0.8660254037844387,0.49999999999999994,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 11:00:00,77086146,342586676,647,647,11,18,-0.9659258262890682,0.258819045102521,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 12:00:00,76366600,343650868,647,647,18,22,-1.0,1.2246467991473532e-16,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 13:00:00,74962458,336083120,649,649,24,22,-0.9659258262890683,-0.2588190451025208,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 14:00:00,74317916,327247876,633,633,6,14,-0.8660254037844388,-0.4999999999999998,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 15:00:00,73999092,326596952,631,631,12,17,-0.7071067811865479,-0.7071067811865471,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 16:00:00,73603015,321063240,623,623,9,30,-0.5000000000000004,-0.8660254037844384,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 17:00:00,73209042,314657084,597,597,4,6,-0.25881904510252063,-0.9659258262890683,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 18:00:00,72802731,312864324,599,599,8,18,-1.8369701987210297e-16,-1.0,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 19:00:00,71888080,306432496,583,583,2,11,0.2588190451025203,-0.9659258262890684,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 20:00:00,71612298,305896992,584,584,12,22,0.5,-0.8660254037844386,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 21:00:00,72317430,307090108,584,584,22,38,0.7071067811865475,-0.7071067811865477,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 22:00:00,68798471,285199736,552,552,6,22,0.8660254037844384,-0.5000000000000004,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-25 23:00:00,68898901,287038512,554,554,24,21,0.9659258262890681,-0.2588190451025215,0.40542572835999735,-0.9141279881853337,0.5,-0.8660254037844386
2006-10-26 00:00:00,74774532,395827308,727,727,194,31,1.0,0.0,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 01:00:00,74808033,423045280,761,761,65,18,0.9659258262890683,0.25881904510252074,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 02:00:00,74525239,419809512,753,753,10,16,0.8660254037844387,0.49999999999999994,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 03:00:00,73499652,412205324,742,742,5,40,0.7071067811865476,0.7071067811865475,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 04:00:00,70843215,401526376,740,740,38,63,0.5000000000000001,0.8660254037844386,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 05:00:00,65912032,377268656,696,696,19,49,0.25881904510252074,0.9659258262890683,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 06:00:00,61613062,357329368,656,656,9,168,6.123233995736766e-17,1.0,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 07:00:00,55716183,254515076,493,493,5,64,-0.25881904510252063,0.9659258262890683,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 08:00:00,53175797,222086296,440,440,11,35,-0.4999999999999998,0.8660254037844388,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 09:00:00,50602893,202165656,405,405,0,18,-0.7071067811865475,0.7071067811865476,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 10:00:00,48788834,193473204,397,397,10,32,-0.8660254037844387,0.49999999999999994,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 11:00:00,46335004,190491136,391,391,26,34,-0.9659258262890682,0.258819045102521,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 12:00:00,42411123,177455180,373,373,16,31,-1.0,1.2246467991473532e-16,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 13:00:00,41528776,198347876,410,410,68,37,-0.9659258262890683,-0.2588190451025208,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 14:00:00,44265703,216015020,449,449,76,28,-0.8660254037844388,-0.4999999999999998,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 15:00:00,43811072,214050976,448,448,27,49,-0.7071067811865479,-0.7071067811865471,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 16:00:00,42702887,212194376,445,445,46,45,-0.5000000000000004,-0.8660254037844384,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 17:00:00,42426872,210258272,434,434,34,46,-0.25881904510252063,-0.9659258262890683,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 18:00:00,41139274,205154676,418,418,30,55,-1.8369701987210297e-16,-1.0,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 19:00:00,41485903,202248816,406,406,43,34,0.2588190451025203,-0.9659258262890684,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 20:00:00,40237867,202309208,392,392,20,19,0.5,-0.8660254037844386,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 21:00:00,42293465,208263120,402,402,29,18,0.7071067811865475,-0.7071067811865477,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 22:00:00,41375081,202929948,395,395,11,17,0.8660254037844384,-0.5000000000000004,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-26 23:00:00,39935047,200027680,405,405,27,18,0.9659258262890681,-0.2588190451025215,0.42110087079608916,-0.9070138128026362,0.5,-0.8660254037844386
2006-10-27 00:00:00,44076368,273597212,519,519,132,19,1.0,0.0,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 01:00:00,43704128,284797368,595,595,95,91,0.9659258262890683,0.25881904510252074,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 02:00:00,44296462,279955508,516,516,12,12,0.8660254037844387,0.49999999999999994,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 03:00:00,44596576,282594984,523,523,19,12,0.7071067811865476,0.7071067811865475,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 04:00:00,44497518,279851620,514,514,3,4,0.5000000000000001,0.8660254037844386,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 05:00:00,44822658,282280832,525,525,15,14,0.25881904510252074,0.9659258262890683,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 06:00:00,45596914,285782060,532,532,21,69,6.123233995736766e-17,1.0,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 07:00:00,45374161,253373576,486,486,23,77,-0.25881904510252063,0.9659258262890683,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 08:00:00,45632478,230074900,448,448,39,60,-0.4999999999999998,0.8660254037844388,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 09:00:00,43849335,206977404,417,417,29,16,-0.7071067811865475,0.7071067811865476,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 10:00:00,43906857,204618592,421,421,20,13,-0.8660254037844387,0.49999999999999994,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 11:00:00,43463003,200975920,416,416,8,22,-0.9659258262890682,0.258819045102521,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 12:00:00,43874535,204926144,419,419,25,16,-1.0,1.2246467991473532e-16,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 13:00:00,43407045,200647400,426,426,23,21,-0.9659258262890683,-0.2588190451025208,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 14:00:00,43759555,207098984,443,443,38,38,-0.8660254037844388,-0.4999999999999998,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 15:00:00,43387376,204823964,444,444,39,36,-0.7071067811865479,-0.7071067811865471,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 16:00:00,50253061,224011396,515,515,107,38,-0.5000000000000004,-0.8660254037844384,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 17:00:00,60014785,258245768,610,610,133,32,-0.25881904510252063,-0.9659258262890683,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 18:00:00,70323194,293599368,709,709,131,22,-1.8369701987210297e-16,-1.0,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 19:00:00,78313445,329647704,810,810,123,26,0.2588190451025203,-0.9659258262890684,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 20:00:00,78519173,331716448,813,813,29,13,0.5,-0.8660254037844386,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 21:00:00,78230964,335881876,823,823,23,21,0.7071067811865475,-0.7071067811865477,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
2006-10-27 22:00:00,77284289,335900564,817,817,15,15,0.8660254037844384,-0.5000000000000004,0.43665123195606387,-0.8996308696522434,0.5,-0.8660254037844386
