Timestamp,CPUTime,Memory,NJobs,NProcs,ArrivedJobs,CompletedJobs,cosHour,sinHour,cosDay,sinDay,cosMonth,sinMonth
2006-03-20 04:00:00,0.3710344827586206,65836.49103448277,8,41,4,4,0.5000000000000001,0.8660254037844386,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 05:00:00,0.4060344827586206,65922.50703448277,8,41,4,4,0.25881904510252074,0.9659258262890683,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 06:00:00,0.0260344827586206,25802.18703448276,4,33,0,0,6.123233995736766e-17,1.0,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 07:00:00,0.0260344827586206,25802.18703448276,4,33,0,0,-0.25881904510252063,0.9659258262890683,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 08:00:00,0.3960344827586206,71931.33903448276,8,41,4,4,-0.4999999999999998,0.8660254037844388,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 09:00:00,0.3910344827586206,75857.35503448277,8,41,4,7,-0.7071067811865475,0.7071067811865476,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 10:00:00,3.91,585895.936,32,32,31,11,-0.8660254037844387,0.49999999999999994,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 11:00:00,74.22500000000002,9246030.847999996,419,448,398,418,-0.9659258262890682,0.258819045102521,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 12:00:00,8.150000000000002,1039474.6879999998,47,47,46,45,-1.0,1.2246467991473532e-16,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 13:00:00,10.629999999999995,1349982.208,70,91,68,67,-0.9659258262890683,-0.2588190451025208,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 14:00:00,16.964999999999996,2110595.072,106,108,103,102,-0.8660254037844388,-0.4999999999999998,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 15:00:00,44.40808712121213,5321607.392969699,258,370,254,208,-0.7071067811865479,-0.7071067811865471,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 16:00:00,58.00577651515156,6982888.58763637,367,527,317,335,-0.5000000000000004,-0.8660254037844384,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 17:00:00,20.36266228070173,3036289.367129825,226,513,194,221,-0.25881904510252063,-0.9659258262890683,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 18:00:00,30.272245614035104,4337985.888112278,256,395,251,239,-1.8369701987210297e-16,-1.0,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 19:00:00,38.80583333333336,5083768.490666666,369,1149,352,336,0.2588190451025203,-0.9659258262890684,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 20:00:00,16.507083333333323,2389647.5306666656,243,945,210,223,0.5,-0.8660254037844386,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 21:00:00,5.928854166666661,1074640.1706666672,172,830,152,153,0.7071067811865475,-0.7071067811865477,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 22:00:00,7.524270833333329,1197459.7546666665,172,889,153,154,0.8660254037844384,-0.5000000000000004,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-20 23:00:00,7.865520833333327,1275248.0853333336,192,993,174,181,0.9659258262890681,-0.2588190451025215,0.20931464596304847,0.9778483415056568,6.123233995736766e-17,1.0
2006-03-21 00:00:00,4.723020833333335,788189.9946666665,128,752,117,110,1.0,0.0,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 01:00:00,5.335937500000002,844179.5840000001,137,940,119,127,0.9659258262890683,0.25881904510252074,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 02:00:00,6.062187500000001,946482.3040000004,147,984,137,129,0.8660254037844387,0.49999999999999994,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 03:00:00,5.973437499999999,990888.064,152,684,134,144,0.7071067811865476,0.7071067811865475,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 04:00:00,6.02043749999999,1339693.627733333,246,1039,238,224,0.5000000000000001,0.8660254037844386,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 05:00:00,4.944374999999997,1148333.6960000005,208,831,186,188,0.25881904510252074,0.9659258262890683,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 06:00:00,2.3243541666666667,661222.8095999999,140,514,120,126,6.123233995736766e-17,1.0,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 07:00:00,3.996020833333334,983441.9200000004,180,628,166,167,-0.25881904510252063,0.9659258262890683,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 08:00:00,1.96375,432426.9226666666,83,530,70,67,-0.4999999999999998,0.8660254037844388,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 09:00:00,2.6509375,472781.2693333335,84,772,68,77,-0.7071067811865475,0.7071067811865476,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 10:00:00,2.854583333333331,627710.1226666669,144,1083,137,125,-0.8660254037844387,0.49999999999999994,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 11:00:00,40.84336805555552,4719427.285333332,344,1424,325,295,-0.9659258262890682,0.258819045102521,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 12:00:00,509193.3481553033,89432044.37178177,1090,1272,1041,1061,-1.0,1.2246467991473532e-16,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 13:00:00,64.33749999999992,7481516.031999994,355,364,326,306,-0.9659258262890683,-0.2588190451025208,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 14:00:00,42.50500000000002,5010731.007999997,240,246,191,236,-0.8660254037844388,-0.4999999999999998,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 15:00:00,1.3557500000000005,169121.89439999996,31,124,27,27,-0.7071067811865479,-0.7071067811865471,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 16:00:00,508948.90349999984,160839459.22559988,3630,3719,3626,3106,-0.5000000000000004,-0.8660254037844384,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 17:00:00,451868.84893787856,56817799.3728,615,1022,91,606,-0.25881904510252063,-0.9659258262890683,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 18:00:00,3.726825,325381.8572800001,48,483,39,45,-1.8369701987210297e-16,-1.0,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 19:00:00,10.86879166666666,1812498.551466668,305,1742,302,285,0.2588190451025203,-0.9659258262890684,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 20:00:00,335945.7583333332,127223075.3279999,1438,2529,1418,1422,0.5,-0.8660254037844386,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 21:00:00,5.223437499999999,917288.1493333332,159,815,143,137,0.7071067811865475,-0.7071067811865477,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 22:00:00,4.3507291666666665,858963.1146666665,150,864,128,135,0.8660254037844384,-0.5000000000000004,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-21 23:00:00,7.360729166666666,1216664.5759999997,189,1098,174,171,0.9659258262890681,-0.2588190451025215,0.19245158197082995,0.9813064702716093,6.123233995736766e-17,1.0
2006-03-22 00:00:00,4.681979166666664,854288.5546666664,144,829,126,128,1.0,0.0,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 01:00:00,4.861145833333334,873190.0586666666,152,997,136,144,0.9659258262890683,0.25881904510252074,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 02:00:00,6.497812499999997,1058920.1066666674,169,1113,161,147,0.8660254037844387,0.49999999999999994,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 03:00:00,7.041145833333329,1289064.2773333336,206,969,184,188,0.7071067811865476,0.7071067811865475,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 04:00:00,5.165895833333327,1419261.5765333348,278,1009,260,260,0.5000000000000001,0.8660254037844386,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 05:00:00,6.635020833333326,1543563.9722666666,283,1020,265,258,0.25881904510252074,0.9659258262890683,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 06:00:00,6.128458333333331,1206855.8762666665,221,1090,196,200,6.123233995736766e-17,1.0,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 07:00:00,5.339041666666664,1244316.322133333,235,1008,214,234,-0.25881904510252063,0.9659258262890683,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 08:00:00,3.092604166666665,694006.3146666667,134,900,133,118,-0.4999999999999998,0.8660254037844388,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 09:00:00,4.174895833333332,749644.714666667,134,992,118,119,-0.7071067811865475,0.7071067811865476,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 10:00:00,1.3660416666666668,238967.38133333327,45,644,30,45,-0.8660254037844387,0.49999999999999994,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 11:00:00,56.02819444444442,6327025.578666657,317,410,317,316,-0.9659258262890682,0.258819045102521,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 12:00:00,43.99090277777776,4978923.975111108,256,428,255,254,-1.0,1.2246467991473532e-16,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 13:00:00,37.54656944444443,4278011.372088888,240,839,238,239,-0.9659258262890683,-0.2588190451025208,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 14:00:00,79.90621527777799,9019211.377777778,458,777,457,418,-0.8660254037844388,-0.4999999999999998,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 15:00:00,68.83036111111107,7692556.501333321,414,578,374,379,-0.7071067811865479,-0.7071067811865471,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
2006-03-22 16:00:00,59.18881944444444,6962081.757866666,366,662,331,313,-0.5000000000000004,-0.8660254037844384,0.1755314904214282,0.9844738167520922,6.123233995736766e-17,1.0
